rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_faculty_score,citations_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,employer_reputation_score,employer_reputation_rank,employment_outcomes_score,employment_outcomes_rank,international_student_ratio_score,international_student_ratio_rank,international_research_network_score,international_research_network_rank,international_faculty_ratio_score,international_faculty_ratio_rank,international_student_diversity_score,international_student_diversity_rank,sustainability_score_score,sustainability_score_rank
801-850,850,University of Westminster,United Kingdom,London,Europe,n/a,https://www.topuniversities.com/universities/university-westminster,https://www.topuniversities.com/sites/default/files/university-of-westminster_592560cf2aeae70239af4d26_medium.jpg,9,801+,12.3,701+,7.1,801+,11.4,701+,34.2,498,99.2,65,37.6,801+,85.2,257,99.2,54,40.3,801+
801-850,851,University of Wroclaw,Poland,Wroclaw,Europe,n/a,https://www.topuniversities.com/universities/university-wroclaw,https://www.topuniversities.com/sites/default/files/250327084651am354532UWR-LOGO-sygnet-RGB-90x90.jpg,6.9,801+,20.6,599,45,436,22,603,18.5,749,15.6,801+,63.2,648,7.2,801+,21.7,736,45.3,801+
801-850,852,Università degli Studi di Perugia,Italy,Perugia,Europe,n/a,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_medium.jpg,53,355,12,701+,5,801+,5.2,701+,5.2,801+,10,801+,71.5,507,8.8,801+,13.9,801+,49.3,=725
801-850,853,Universität Duisburg-Essen,Germany,Duisburg,Europe,n/a,https://www.topuniversities.com/universities/universitat-duisburg-essen,https://www.topuniversities.com/sites/default/files/universitt-duisburg-essen_199_medium.jpg,15.3,799,16.1,701+,21.9,794,8.1,701+,16.9,788,52.7,391,90.5,168,33,555,57.2,357,44.9,801+
801-850,854,Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,Ho Chi Minh City,Asia,n/a,https://www.topuniversities.com/universities/viet-nam-national-university-ho-chi-minh-city-vnu-hcm,https://www.topuniversities.com/sites/default/files/vietnam-national-university-ho-chi-minh-city-vnu-hcm_592560cf2aeae70239af4d92_medium.jpg,3.9,801+,29.1,426,7.1,801+,44.7,300,34.4,495,1.2,801+,46.8,801+,7.3,801+,5.7,801+,45.1,801+
801-850,855,Zurich University of Applied Sciences (ZHAW),Switzerland,Winterthur,Europe,n/a,https://www.topuniversities.com/universities/zurich-university-applied-sciences-zhaw,https://www.topuniversities.com/sites/default/files/220318050904pm242987zhaw-zurich-university-of-applied-sciences-logo-90x90.jpg,5,801+,7.2,701+,81.1,164,12.5,701+,7.4,801+,25.1,659,43.1,801+,73.9,319,31.2,597,55.1,=602
851-900,856,Addis Ababa University,Ethiopia,Addis Ababa,Africa,n/a,https://www.topuniversities.com/universities/addis-ababa-university,https://www.topuniversities.com/sites/default/files/addis-ababa-university_592560df9988f300e23208f9_medium.jpg,2.5,801+,7.8,701+,65.3,267,12.1,701+,96.9,62,n/a,n/a,63.8,636,n/a,n/a,n/a,n/a,41.7,801+
851-900,857,Altai State University,Russia,Barnaul,Europe,n/a,https://www.topuniversities.com/universities/altai-state-university,https://www.topuniversities.com/sites/default/files/altai-state-university_592560cf2aeae70239af505f_medium.jpg,1.9,801+,12.9,701+,90.7,101,7,701+,2,801+,71.3,266,18.3,801+,8.6,801+,68.1,283,46.2,801+
851-900,858,Auburn University,United States,Auburn,North America,n/a,https://www.topuniversities.com/universities/auburn-university,https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_medium.jpg,24.3,650,11.6,701+,10.7,801+,17.6,701+,29.6,553,10.1,801+,57.2,728,58.1,397,16,801+,50.1,=701
851-900,859,Australian Catholic University,Australia,Melbourne,Oceania,n/a,https://www.topuniversities.com/universities/australian-catholic-university,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_medium.jpg,19.4,724,12,701+,8,801+,11.8,701+,1.7,801+,61.7,329,35.6,801+,86.4,251,65.4,301,49.3,=725
851-900,860,Azerbaijan State Oil and Industry University,Azerbaijan,Baku,Asia,n/a,https://www.topuniversities.com/universities/azerbaijan-state-oil-industry-university,https://www.topuniversities.com/sites/default/files/azerbaijan-state-oil-and-industry-university_592560cf2aeae70239af5aa2_medium.jpg,1.5,801+,13.1,701+,73.3,208,19,685,45,391,9.7,801+,8.5,801+,46.8,456,13.9,801+,31,801+
851-900,861,Azerbaijan Technical University,Azerbaijan,"Baku,",Asia,n/a,https://www.topuniversities.com/universities/azerbaijan-technical-university,https://www.topuniversities.com/sites/default/files/211007075136am659518aztu-logo-az200x200-en-90x90.jpg,1.4,801+,19.1,645,82.2,157,25.5,532,11.6,801+,13.4,801+,4.2,801+,13.9,801+,16.5,801+,27.9,801+
851-900,862,Beijing Jiaotong University,China (Mainland),Beijing,Asia,n/a,https://www.topuniversities.com/universities/beijing-jiaotong-university,https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_medium.jpg,34.4,529,12.3,701+,31.4,609,16.8,701+,13.5,801+,17,780,46.1,801+,4.9,801+,12.9,801+,30.8,801+
851-900,863,Belarusian National Technical University (BNTU),Belarus,Minsk,Europe,n/a,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu,https://www.topuniversities.com/sites/default/files/belarusian-national-technical-university-bntu_592560cf2aeae70239af5828_medium.jpg,1,801+,16.6,701+,64.6,273,41.3,329,7.5,801+,66.9,299,3.2,801+,2.6,801+,62,323,n/a,n/a
851-900,864,Bina Nusantara University (BINUS),Indonesia,Jakarta,Asia,n/a,https://www.topuniversities.com/universities/bina-nusantara-university-binus,https://www.topuniversities.com/sites/default/files/bina-nusantara-university-binus_937_medium.jpg,4.3,801+,20.1,611,28.5,670,33.3,432,20.6,714,8.7,801+,14.4,801+,51.5,429,13.5,801+,41.1,801+
851-900,865,Catania University,Italy,Catania,Europe,n/a,https://www.topuniversities.com/universities/catania-university,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_medium.jpg,35.9,517,17.5,701+,8.7,801+,6.2,701+,9.4,801+,8.2,801+,74.4,456,15.4,798,12.6,801+,46.3,801+
851-900,866,China University of Geosciences,China (Mainland),Wuhan,Asia,n/a,https://www.topuniversities.com/universities/china-university-geosciences,https://www.topuniversities.com/sites/default/files/china-university-of-geosciences_2006_medium.jpg,40.1,469,6.6,701+,60.4,299,5.6,701+,1.3,801+,4.5,801+,60,693,1.8,801+,3.6,801+,43.3,801+
851-900,867,Chungnam National University,South Korea,Daejeon,Asia,n/a,https://www.topuniversities.com/universities/chungnam-national-university,https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_medium.jpg,21,697,11.7,701+,54.7,343,10.6,701+,6.7,801+,20,729,40.8,801+,8.4,801+,25.1,681,59.9,=504
851-900,868,Dhofar University,Oman,Salalah,Asia,n/a,https://www.topuniversities.com/universities/dhofar-university,https://www.topuniversities.com/sites/default/files/dhofar-university_592560cf2aeae70239af5466_medium.jpg,19.6,719,10,701+,12.1,801+,9.5,701+,70.3,208,11.1,801+,35.1,801+,100,21,13.8,801+,18.7,801+
851-900,869,Edinburgh Napier University,United Kingdom,Edinburgh,Europe,n/a,https://www.topuniversities.com/universities/edinburgh-napier-university,https://www.topuniversities.com/sites/default/files/ENU-logo-Stacked-200x200px-90x90.jpg,21.9,686,7.9,701+,6.1,801+,5.5,701+,8.6,801+,84.7,196,59.4,702,89.5,227,86.1,167,40.1,801+
851-900,870,Effat University,Saudi Arabia,Jeddah,Asia,n/a,https://www.topuniversities.com/universities/effat-university,https://www.topuniversities.com/sites/default/files/effat-university_23395_medium.jpg,22.7,674,4.9,701+,25.3,728,5.4,701+,3.4,801+,98.9,73,18.8,801+,100,20,91.3,138,26.1,801+
851-900,871,European University of Lefke,Northern Cyprus,Lefke,Europe,n/a,https://www.topuniversities.com/universities/european-university-lefke,https://www.topuniversities.com/sites/default/files/european-university-of-lefke_5b6973fb9ed4194e0c6500f6_medium.jpg,11.5,801+,6.7,701+,10,801+,14.4,701+,55,303,100,2,13.7,801+,100,66,100,26,18.7,801+
851-900,872,Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia,Riyadh,Asia,n/a,https://www.topuniversities.com/universities/imam-mohammad-ibn-saud-islamic-university-imsiu,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_medium.jpg,2.4,801+,16.7,701+,27.1,696,11.9,701+,35.6,483,18.5,753,56.8,741,91.9,210,24.6,693,34.8,801+
851-900,873,Instituto Politécnico Nacional (IPN),Mexico,Ciudad de México,Latin America,n/a,https://www.topuniversities.com/universities/instituto-politecnico-nacional-ipn,https://www.topuniversities.com/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_medium.jpg,3.1,801+,26.6,474,17,801+,33.9,423,12.7,801+,2.1,801+,47.4,801+,6.7,801+,6.6,801+,56.3,=573
851-900,874,Jiangnan University,China (Mainland),Wuxi,Asia,n/a,https://www.topuniversities.com/universities/jiangnan-university,https://www.topuniversities.com/sites/default/files/jiangnan-university_592560cf2aeae70239af527c_medium.jpg,65,248,5.8,701+,15.6,801+,4.7,701+,1.2,801+,n/a,n/a,58.3,716,n/a,n/a,n/a,n/a,30,801+
851-900,875,Liverpool John Moores University,United Kingdom,Liverpool ,Europe,n/a,https://www.topuniversities.com/universities/liverpool-john-moores-university,https://www.topuniversities.com/sites/default/files/liverpool-john-moores-university_592560cf2aeae70239af50e9_medium.jpg,20.4,707,13.5,701+,9.6,801+,12,701+,11.5,801+,21.2,707,89.7,178,53.8,420,27.3,648,53.9,=624
851-900,876,Louisiana State University,United States,Baton Rouge,North America,n/a,https://www.topuniversities.com/universities/louisiana-state-university,https://www.topuniversities.com/sites/default/files/211217042229pm466378LSU-Logo-90x90.jpg,23.8,659,14.1,701+,9.6,801+,12.9,701+,36.8,471,6.9,801+,63.4,644,22.4,682,12.5,801+,75.4,=228
851-900,877,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,Manipal,Asia,n/a,https://www.topuniversities.com/universities/manipal-academy-higher-education-manipal-karnataka-india,https://www.topuniversities.com/sites/default/files/manipal-academy-of-higher-education_592560cf2aeae70239af4e15_medium.jpg,9.7,801+,14.7,701+,50.3,379,11.8,701+,13.7,801+,17.4,775,73.7,476,2.9,801+,20.7,752,65,=398
851-900,878,Mendel University in Brno,Czechia,Brno,Europe,n/a,https://www.topuniversities.com/universities/mendel-university-brno,https://www.topuniversities.com/sites/default/files/mendel-university-in-brno_592560e59988f300e2321bf0_medium.jpg,8.3,801+,9.8,701+,68.8,239,8.3,701+,4.8,801+,38.8,507,74.1,461,14.3,801+,41.5,495,49.4,=719
851-900,879,Multimedia University (MMU),Malaysia,Cyberjaya,Asia,n/a,https://www.topuniversities.com/universities/multimedia-university-mmu,https://www.topuniversities.com/sites/default/files/250303023213am305823MMU-logo-QS-90x90.jpg,9.2,801+,18.9,651,17.3,801+,27,508,5.1,801+,56.8,365,26.9,801+,53.6,422,60.8,334,39.1,801+
851-900,880,Nantes Université,France,Nantes,Europe,n/a,https://www.topuniversities.com/universities/nantes-universite,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_medium.jpg,30.6,582,14.8,701+,12.3,801+,5.9,701+,4.6,801+,25,665,88.1,201,20.2,709,31,603,48.3,=749
851-900,881,O.P. Jindal Global University (JGU),India,Sonepat,Asia,n/a,https://www.topuniversities.com/universities/op-jindal-global-university-jgu,https://www.topuniversities.com/sites/default/files/o.p.-jindal-global-university_592560cf2aeae70239af5884_medium.jpg,3.2,801+,15.9,701+,66.8,257,29.7,481,3.5,801+,2.1,801+,23.3,801+,34.3,543,6.5,801+,46.7,=799
851-900,882,Oklahoma State University,United States,Stillwater,North America,n/a,https://www.topuniversities.com/universities/oklahoma-state-university,https://www.topuniversities.com/sites/default/files/oklahoma-state-university-_592560cf2aeae70239af5345_medium.jpg,21.3,694,10.6,701+,12.2,801+,12.8,701+,30.6,543,12,801+,71.4,509,65,358,17.9,799,50.5,695
851-900,883,Prince of Songkla University,Thailand,Hat Yai,Asia,n/a,https://www.topuniversities.com/universities/prince-songkla-university,https://www.topuniversities.com/sites/default/files/prince-of-songkla-university_507_medium.jpg,6.9,801+,32.4,380,20.4,801+,13.5,701+,5.6,801+,2.7,801+,55.4,764,7.4,801+,7.2,801+,60.9,=486
851-900,884,Sechenov University,Russia,Moscow,Europe,n/a,https://www.topuniversities.com/universities/sechenov-university,https://www.topuniversities.com/sites/default/files/sechenov-university_592560cf2aeae70239af57de_medium.jpg,10.4,801+,5,701+,63.9,277,10.3,701+,2,801+,74,259,84.3,268,12.2,801+,75.8,231,24.3,801+
851-900,885,Tokyo University of Agriculture and Technology ,Japan,Tokyo,Asia,n/a,https://www.topuniversities.com/universities/tokyo-university-agriculture-technology,https://www.topuniversities.com/sites/default/files/tokyo-university-of-agriculture-and-technology_1030_medium.jpg,40.3,464,15.6,701+,18.7,801+,11.2,701+,1.7,801+,11.3,801+,42.4,801+,11.6,801+,15.3,801+,33.2,801+
851-900,886,UNIVERSITY OF GDAŃSK,Poland,Gdańsk,Europe,n/a,https://www.topuniversities.com/universities/university-gdansk,https://www.topuniversities.com/sites/default/files/260407111217am251830UG-logo-RGB-pionowy-pozytyw-EN-90x90.jpg,7.4,801+,17.4,701+,41.4,488,13.4,701+,23.6,662,5.1,801+,73.9,469,4.5,801+,9.6,801+,71,300
851-900,887,Universidad Anáhuac México,Mexico,Huixquilucan,Latin America,n/a,https://www.topuniversities.com/universities/universidad-anahuac-mexico,https://www.topuniversities.com/sites/default/files/universidad-anahuac_592560cf2aeae70239af4a97_medium.jpg,1.4,801+,18,681,60.9,295,29.7,480,68.7,221,5.2,801+,3.7,801+,6.2,801+,9.5,801+,25.3,801+
851-900,888,Universidad Nacional de Córdoba - UNC,Argentina,Córdoba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_medium.jpg,2.3,801+,39,308,8,801+,23.3,576,20,726,2.2,801+,41.3,801+,1.6,801+,1.9,801+,39.1,801+
851-900,889,Universidade de Vigo,Spain,Vigo,Europe,n/a,https://www.topuniversities.com/universities/universidade-de-vigo,https://www.topuniversities.com/sites/default/files/220406023231pm599996220331033736pm534640Logo-UVigo-200x200-90x90.jpg,32.5,555,14,701+,15.4,801+,9.1,701+,5.1,801+,11.4,801+,81.5,323,4.5,801+,8.7,801+,72.7,279
851-900,890,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Tanjong Malim,Asia,n/a,https://www.topuniversities.com/universities/universiti-pendidikan-sultan-idris-upsi,https://www.topuniversities.com/sites/default/files/universiti-pendidikan-sultan-idris-upsi_592560cf2aeae70239af5245_medium.jpg,5.5,801+,17,701+,39.1,519,18.5,696,5.2,801+,63.4,318,23,801+,45.3,466,56.9,359,42.5,801+
851-900,891,University Duesseldorf,Germany,Düsseldorf,Europe,n/a,https://www.topuniversities.com/universities/university-duesseldorf,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_medium.jpg,11.5,801+,16.2,701+,60.4,298,11.4,701+,4.9,801+,30.6,584,68.5,558,n/a,n/a,23,720,36.9,801+
851-900,892,"University of Colorado, Denver",United States,Denver,North America,n/a,https://www.topuniversities.com/universities/university-colorado-denver,https://www.topuniversities.com/sites/default/files/university-of-colorado-denver_2116_medium.jpg,5,801+,10.5,701+,100,4,11.7,701+,10.5,801+,20.6,719,39.8,801+,4.3,801+,26.8,659,39.7,801+
851-900,893,University of Dubai,United Arab Emirates,Dubai,Asia,n/a,https://www.topuniversities.com/universities/university-dubai,https://www.topuniversities.com/sites/default/files/university-of-dubai_592560df9988f300e2320a7d_medium.jpg,24.2,652,6,701+,12.6,801+,11.5,701+,11.2,801+,88.7,180,14.4,801+,100,6,82.2,188,19.1,801+
851-900,894,University of Ghana,Ghana,Legon,Africa,n/a,https://www.topuniversities.com/universities/university-ghana,https://www.topuniversities.com/sites/default/files/university-of-ghana_15046_medium.jpg,10.8,801+,17.8,687,2.1,801+,12.4,701+,96.8,63,1.8,801+,80.8,337,8.1,801+,1.6,801+,52.8,651
851-900,895,University of Santo Tomas,Philippines,Manila,Asia,n/a,https://www.topuniversities.com/universities/university-santo-tomas,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_medium.jpg,1.7,801+,20.3,605,14.1,801+,45.9,294,25.5,631,9,801+,19.1,801+,38.5,513,7,801+,40.2,801+
851-900,896,University of Seoul ,South Korea,Seoul,Asia,n/a,https://www.topuniversities.com/universities/university-seoul,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_medium.jpg,16.5,773,17.6,695,49.2,390,15.6,701+,6.9,801+,12,801+,38.4,801+,6.4,801+,16.3,801+,48.5,=743
851-900,897,University of Stavanger,Norway,Stavanger,Europe,n/a,https://www.topuniversities.com/universities/university-stavanger,https://www.topuniversities.com/sites/default/files/220318112016am666420stavanger-90x90.jpg,10.9,801+,10.4,701+,83.2,151,11.2,701+,12.9,801+,n/a,n/a,72.2,496,n/a,n/a,n/a,n/a,45.2,801+
851-900,898,Università degli Studi della Tuscia (University of Tuscia),Italy,Viterbo,Europe,n/a,https://www.topuniversities.com/universities/universita-degli-studi-della-tuscia-university-tuscia,https://www.topuniversities.com/sites/default/files/universita-degli-studi-della-tuscia_592560cf2aeae70239af500f_medium.jpg,67.2,234,4,701+,8.4,801+,1.8,701+,2,801+,28.5,607,40.5,801+,19.3,722,32.8,580,36.7,801+
851-900,899,Universität Rostock,Germany,Rostock,Europe,n/a,https://www.topuniversities.com/universities/universitat-rostock,https://www.topuniversities.com/sites/default/files/universitt-rostock_592560cf2aeae70239af4fdb_medium.jpg,9.5,801+,9.6,701+,92.6,90,5,701+,6.6,801+,21.2,705,77.3,398,n/a,n/a,16,801+,39.5,801+
851-900,900,Université de Franche-Comté,France,Besançon,Europe,n/a,https://www.topuniversities.com/universities/universite-de-franche-comte,https://www.topuniversities.com/sites/default/files/universit-de-franche-comt_592560cf2aeae70239af4f88_medium.jpg,18.7,740,7.6,701+,100,8,3.6,701+,3.8,801+,n/a,n/a,77.4,395,n/a,n/a,n/a,n/a,32,801+
851-900,901,Université du Québec,Canada,Québec,North America,n/a,https://www.topuniversities.com/universities/universite-du-quebec,https://www.topuniversities.com/sites/default/files/universit-du-qubec_512_medium.jpg,16.8,767,20.5,600,2.5,801+,14.9,701+,31.4,531,19,744,65.4,616,40.3,497,14.4,801+,51.6,=669
851-900,902,Verona University,Italy,Verona,Europe,n/a,https://www.topuniversities.com/universities/verona-university,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_medium.jpg,50,375,13.1,701+,5.9,801+,5,701+,6.9,801+,8.4,801+,70.3,523,6.3,801+,14.1,801+,52.7,=652
851-900,903,VILNIUS TECH (Vilnius Gediminas Technical University),Lithuania,Vilnius,Europe,n/a,https://www.topuniversities.com/universities/vilnius-tech-vilnius-gediminas-technical-university,https://www.topuniversities.com/sites/default/files/VT_logo-90x90.jpg,15.6,790,13.8,701+,38.4,529,17.4,701+,9.3,801+,54.3,381,42.7,801+,19.3,723,58.7,347,35.1,801+
851-900,904,Worcester Polytechnic Institute,United States,Worcester,North America,n/a,https://www.topuniversities.com/universities/worcester-polytechnic-institute,https://www.topuniversities.com/sites/default/files/worcester-polytechnic-institute_592560cf2aeae70239af4dc0_medium.jpg,40.7,461,3.7,701+,20.5,801+,15.3,701+,16.7,791,36.6,530,29.4,801+,36.9,522,27.4,647,47.3,=780
851-900,905,Wroclaw University of Science and Technology (Wrocław Tech),Poland,Wrocław,Europe,n/a,https://www.topuniversities.com/universities/wroclaw-university-science-technology-wroclaw-tech,https://www.topuniversities.com/sites/default/files/wroclaw-university-of-technology_592560cf2aeae70239af5039_medium.jpg,10.8,801+,15,701+,45.7,429,31,461,4,801+,10.6,801+,68.8,553,4.7,801+,15.9,801+,31.2,801+
851-900,906,Yarmouk University,Jordan,Irbid,Asia,n/a,https://www.topuniversities.com/universities/yarmouk-university,https://www.topuniversities.com/sites/default/files/yarmouk-university_592560cf2aeae70239af4e72_medium.jpg,5.2,801+,23.4,541,5.3,801+,32,448,42.3,414,25.9,646,44.6,801+,7.7,801+,28.4,634,45.3,801+
901-950,907,American University of Central Asia,Kyrgyzstan,Bishkek,Asia,n/a,https://www.topuniversities.com/universities/american-university-central-asia,https://www.topuniversities.com/sites/default/files/american-university-of-central-asia_592560cf2aeae70239af58d0_medium.jpg,2.4,801+,12.7,701+,60.9,296,14.5,701+,6.6,801+,96.4,105,4.3,801+,58,398,81.5,193,7.5,801+
